"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0543,0,0,0,0,0,0,0
"X2",0,0.0462,0,0,0.0592,0,0,0
"X3",0,0,0.0581,0,0,0.0535,0,0.0592
"X4",0,0,0.0575,0.0607,0.0672,0,0,0
