"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X1","X2","X3","X4","X5","X6","X7","X8"
"X1",0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0.2317,0.1468,0,0,0,0,0,0,0.3207,0,0,0,0,0,0,0
"X3",0,0.3229,0.071,0,0,0,0,0,0,0.3551,0,0,0,0,0,0
"X4",0,0,0.2552,0.198,0,0,0,0,0,0,0.3319,0,0,0,0,0
"X5",0,0,0,0.2568,0.2352,0,0,0,0,0,0,0.4182,0,0,0,0
"X6",0,0,0,0,0.3022,0.1873,0,0,0,0,0,0,0.3722,0,0,0
"X7",0,0,0,0,0,0.2561,0.2325,0,0,0,0,0,0,0.3147,0,0
"X8",0,0,0,0,0,0,0.2951,0.1618,0,0,0,0,0,0,0.4382,0
