"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0382,0,0,0,0,0,0,0
"X2",0,0.0427,0,0,0.0521,0,0,0
"X3",0,0,0.049,0,0,0.0454,0,0.0474
"X4",0,0,0,0.0333,0.0573,0,0,0
