"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0607,0,0,0,0,0,0,0
"X2",0.0664,0.0488,0,0,0.0605,0,0,0
"X3",0,0,0.0554,0,0,0.0442,0,0.0509
"X4",0,0,0,0.0472,0.0607,0,0,0
