"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0393,0,0,0,0,0,0,0
"X2",0,0.0416,0,0,0.0545,0,0,0
"X3",0,0,0.0455,0,0,0.047,0,0.0523
"X4",0,0,0,0.0381,0.0568,0,0,0
