"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0514,0,0,0,0,0,0,0
"X2",0.0613,0.0489,0,0,0.0568,0,0,0
"X3",0,0,0.0513,0,0,0.0506,0,0.0481
"X4",0,0,0,0.046,0.0635,0,0,0
