"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0548,0,0,0,0,0,0,0
"X2",0.0647,0.0498,0,0,0.0622,0,0,0
"X3",0,0,0.0538,0,0,0.0432,0,0.0519
"X4",0,0,0,0.0499,0.0571,0,0,0
