"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X1","X2","X3","X4","X5","X6","X7","X8"
"X1",0.0569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0.0533,0.0526,0,0,0,0,0,0,0.0496,0,0,0,0,0,0,0
"X3",0,0.0561,0.0536,0,0,0,0,0,0,0.0515,0,0,0,0,0,0
"X4",0,0,0,0.0511,0,0,0,0,0,0,0.0511,0,0,0,0,0
"X5",0,0,0,0.0558,0.0537,0,0,0,0,0,0,0.0541,0,0,0,0
"X6",0,0,0,0.0578,0,0.0525,0,0,0,0,0,0,0.0577,0,0,0
"X7",0,0,0,0,0.0512,0.0532,0.0517,0,0,0,0,0,0,0.05,0,0
"X8",0,0,0,0,0,0,0.0525,0.0512,0,0,0,0,0,0,0.0481,0
