"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0397,0,0,0,0,0,0,0
"X2",0,0.0413,0,0,0.0547,0,0,0
"X3",0,0,0.0557,0,0,0.0437,0,0.051
"X4",0,0,0,0.0438,0.0534,0,0,0
