"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0,0,0,0,0.5836,0,0,0
"X2",0,0,0,0,0,0.3203,0,0
"X3",0,0,0,0,0,0,0.2338,0
"X4",0,0,0,0,0,0,0,0.303
