"","X1lag","X2lag","X3lag","X4lag","X1","X2","X3","X4"
"X1",0.0501,0,0,0,0,0,0,0
"X2",0,0.0454,0,0,0.0575,0,0,0
"X3",0,0,0.0492,0,0,0.0399,0,0.0507
"X4",0,0,0,0.0445,0.0542,0,0,0
