"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"sub100","X4","~","X3",0.27705615394188,0.276392362367355,0.0488072479573712,5.66293683693781,1.4880394472172e-08,"group"
"sub100","X5","~","X4lag",0.340534015536563,0.342028066827879,0.049480676915245,6.91235626007574,4.76663153392565e-12,"group"
"sub100","X2","~","X1",0.376766495699681,0.377325165822594,0.0475692633042897,7.93212128194905,2.22044604925031e-15,"group"
"sub100","X6","~","X5",0.403333439583968,0.405901411227113,0.0509800450538018,7.96196650667422,1.77635683940025e-15,"group"
"sub100","X8","~","X7lag",0.426205228221717,0.430521039016661,0.0501491635769242,8.58480996111293,0,"group"
"sub100","X5","~","X4",0.323124156806782,0.324933878300463,0.0450502774131269,7.2126942820064,5.48450174164827e-13,"group"
"sub100","X7","~","X6lag",0.273491649352672,0.277351778891861,0.0537384289777754,5.16114416010496,2.45445073598916e-07,"group"
"sub100","X3","~","X2lag",0.281225069538019,0.281099443361404,0.0541373238182147,5.1923409495692,2.07666256191175e-07,"group"
"sub100","X4","~","X3lag",0.310853755827671,0.310707439944798,0.0519367507940535,5.98241967767404,2.19846940652246e-09,"group"
"sub100","X2","~","X1lag",0.2211352179898,0.221618450182573,0.0547859904311193,4.04516644563005,5.22859622409388e-05,"ind"
"sub100","X6","~","X4lag",0.191802742663242,0.193870794659931,0.0518006618432116,3.74263161437457,0.00018210309829092,"ind"
"sub11","X1","~","X1lag",0.219071142731827,0.218461327884882,0.0550714787348826,3.96686874773362,7.28230694440057e-05,"group"
"sub11","X2","~","X2lag",0.219258362704465,0.221701834500617,0.0514064785865434,4.31272167626459,1.61257066280118e-05,"group"
"sub11","X3","~","X3lag",0.0957916465463051,0.096224296240776,0.0534664372181947,1.79971401213976,0.0719058074239722,"group"
